Sample_code,Lab_code, Description, 14C_age, corrected_+/-, delta_13C, cal_curve, 1_or_2_sigma,#_of_ranges,cal_BP_ranges_(lower), (upper), rel._probability, (lower),(upper), rel._prob., med._prob.,
Sample ID ,Lab Code  , Sample Description (80 chars max),      630.0,      35.0,       0.0,marine09.14c,     1,   1,   243,   313, 1.000,,,,   278
          ,          ,           ,          ,           ,          ,            ,     2,   2,   145,   167, 0.032,   176,   381, 0.968,   278
